county_fips,county_name,year,fhfa_annual_change,fhfa_hpi,fhfa_hpi_1990base,fhfa_hpi_2000base,state_abbr
27001,Aitkin,2011,-5.28,160.99,,127.84,MN
27001,Aitkin,2012,-2.81,156.47,,124.26,MN
27001,Aitkin,2013,-2.21,153.01,,121.51,MN
27001,Aitkin,2014,.11,153.18,,121.64,MN
27001,Aitkin,2015,4.11,159.47,,126.64,MN
27001,Aitkin,2016,-1.3,157.4,,124.99,MN
27001,Aitkin,2017,5.17,165.54,,131.45,MN
27001,Aitkin,2018,3.23,170.88,,135.7,MN
27001,Aitkin,2019,5.67,180.58,,143.4,MN
27001,Aitkin,2020,3.24,186.42,,148.04,MN
27001,Aitkin,2021,11.52,207.89,,165.08,MN
27001,Aitkin,2022,20.19,249.87,,198.42,MN
27001,Aitkin,2023,9.4,273.37,,217.08,MN
27003,Anoka,2011,-8.18,396.18,169.93,106.07,MN
27003,Anoka,2012,-2.22,387.39,166.16,103.71,MN
27003,Anoka,2013,7.18,415.19,178.08,111.16,MN
27003,Anoka,2014,8.33,449.79,192.93,120.42,MN
27003,Anoka,2015,4.46,469.86,201.54,125.79,MN
27003,Anoka,2016,6.07,498.38,213.77,133.43,MN
27003,Anoka,2017,7.09,533.71,228.92,142.89,MN
27003,Anoka,2018,6.85,570.25,244.6,152.67,MN
27003,Anoka,2019,4.51,595.96,255.62,159.55,MN
27003,Anoka,2020,3.23,615.1900000000001,263.87,164.7,MN
27003,Anoka,2021,11.65,686.88,294.62,183.9,MN
27003,Anoka,2022,11.73,767.48,329.19,205.47,MN
27003,Anoka,2023,3.55,794.6900000000001,340.86,212.76,MN
27005,Becker,2011,-2.12,344.81,284,159.92,MN
27005,Becker,2012,-.38,343.51,282.93,159.31,MN
27005,Becker,2013,.87,346.51,285.4,160.71,MN
27005,Becker,2014,4.46,361.97,298.13,167.88,MN
27005,Becker,2015,3.16,373.41,307.56,173.18,MN
27005,Becker,2016,4.11,388.74,320.18,180.29,MN
27005,Becker,2017,5.14,408.72,336.64,189.56,MN
27005,Becker,2018,4.38,426.61,351.37,197.86,MN
27005,Becker,2019,5.2,448.79,369.65,208.15,MN
27005,Becker,2020,.63,451.6,371.96,209.45,MN
27005,Becker,2021,8.140000000000001,488.35,402.23,226.49,MN
27005,Becker,2022,15.06,561.88,462.79,260.59,MN
27005,Becker,2023,3.54,581.75,479.16,269.81,MN
27007,Beltrami,2011,.45,260.68,255.58,148.6,MN
27007,Beltrami,2012,-.92,258.28,253.22,147.23,MN
27007,Beltrami,2013,.92,260.64,255.54,148.58,MN
27007,Beltrami,2014,.65,262.34,257.21,149.55,MN
27007,Beltrami,2015,.96,264.87,259.68,150.99,MN
27007,Beltrami,2016,2.86,272.43,267.1,155.3,MN
27007,Beltrami,2017,2.19,278.41,272.96,158.71,MN
27007,Beltrami,2018,4.23,290.18,284.5,165.42,MN
27007,Beltrami,2019,5.83,307.1,301.09,175.06,MN
27007,Beltrami,2020,1.8,312.62,306.5,178.21,MN
27007,Beltrami,2021,10.27,344.71,337.96,196.5,MN
27007,Beltrami,2022,15.96,399.73,391.91,227.87,MN
27007,Beltrami,2023,4.42,417.38,409.22,237.93,MN
27009,Benton,2011,-4.57,204.98,194.08,118.22,MN
27009,Benton,2012,-1.41,202.08,191.34,116.55,MN
27009,Benton,2013,1.35,204.81,193.92,118.12,MN
27009,Benton,2014,3.74,212.48,201.18,122.54,MN
27009,Benton,2015,3.23,219.33,207.67,126.5,MN
27009,Benton,2016,4.22,228.58,216.43,131.83,MN
27009,Benton,2017,6.47,243.38,230.44,140.36,MN
27009,Benton,2018,5.97,257.9,244.19,148.74,MN
27009,Benton,2019,2.73,264.93,250.84,152.79,MN
27009,Benton,2020,3.56,274.37,259.78,158.24,MN
27009,Benton,2021,9.93,301.61,285.57,173.94,MN
27009,Benton,2022,14.11,344.17,325.87,198.49,MN
27009,Benton,2023,6.32,365.92,346.47,211.04,MN
27011,Big Stone,2011,2.88,138.29,,,MN
27011,Big Stone,2012,-1.99,135.54,,,MN
27011,Big Stone,2013,-.34,135.08,,,MN
27011,Big Stone,2014,11.31,150.36,,,MN
27011,Big Stone,2015,-6.66,140.34,,,MN
27011,Big Stone,2016,4.11,146.11,,,MN
27011,Big Stone,2017,4.93,153.32,,,MN
27011,Big Stone,2018,8.19,165.88,,,MN
27011,Big Stone,2019,2,169.21,,,MN
27011,Big Stone,2020,.57,170.17,,,MN
27011,Big Stone,2021,10.23,187.58,,,MN
27011,Big Stone,2022,16.57,218.66,,,MN
27011,Big Stone,2023,13.32,247.79,,,MN
27013,Blue Earth,2011,-3.6,324.74,199.47,120.86,MN
27013,Blue Earth,2012,1.16,328.52,201.79,122.26,MN
27013,Blue Earth,2013,1.37,333.01,204.55,123.94,MN
27013,Blue Earth,2014,3.26,343.88,211.23,127.98,MN
27013,Blue Earth,2015,2.25,351.63,215.99,130.86,MN
27013,Blue Earth,2016,3.83,365.09,224.26,135.87,MN
27013,Blue Earth,2017,5.59,385.5,236.8,143.47,MN
27013,Blue Earth,2018,5.9,408.24,250.76,151.93,MN
27013,Blue Earth,2019,2.67,419.16,257.47,156,MN
27013,Blue Earth,2020,1.98,427.46,262.57,159.09,MN
27013,Blue Earth,2021,8.539999999999999,463.97,285,172.67,MN
27013,Blue Earth,2022,12.33,521.1900000000001,320.14,193.97,MN
27013,Blue Earth,2023,6.83,556.77,342,207.21,MN
27015,Brown,2011,-2.98,305.44,196.87,120.15,MN
27015,Brown,2012,.8,307.89,198.45,121.12,MN
27015,Brown,2013,1.88,313.68,202.19,123.4,MN
27015,Brown,2014,-.38,312.47,201.41,122.92,MN
27015,Brown,2015,3.82,324.41,209.1,127.62,MN
27015,Brown,2016,2.07,331.11,213.42,130.25,MN
27015,Brown,2017,4.94,347.46,223.96,136.69,MN
27015,Brown,2018,3.03,357.99,230.75,140.83,MN
27015,Brown,2019,5.02,375.97,242.34,147.9,MN
27015,Brown,2020,1.11,380.13,245.02,149.54,MN
27015,Brown,2021,8.449999999999999,412.25,265.72,162.18,MN
27015,Brown,2022,11.29,458.79,295.72,180.48,MN
27015,Brown,2023,5.66,484.77,312.47,190.7,MN
27017,Carlton,2011,-1.99,301.15,246.9,140.92,MN
27017,Carlton,2012,-3.43,290.82,238.42,136.08,MN
27017,Carlton,2013,.99,293.69,240.78,137.42,MN
27017,Carlton,2014,1.7,298.66,244.86,139.75,MN
27017,Carlton,2015,4.43,311.9,255.71,145.94,MN
27017,Carlton,2016,2.34,319.21,261.7,149.37,MN
27017,Carlton,2017,2.93,328.55,269.36,153.74,MN
27017,Carlton,2018,6.84,351.02,287.79,164.25,MN
27017,Carlton,2019,4.45,366.65,300.6,171.57,MN
27017,Carlton,2020,2.97,377.56,309.54,176.67,MN
27017,Carlton,2021,11.26,420.06,344.39,196.56,MN
27017,Carlton,2022,14.35,480.36,393.82,224.77,MN
27017,Carlton,2023,13.03,542.9400000000001,445.13,254.05,MN
27019,Carver,2011,-6.69,388.16,188.92,115.46,MN
27019,Carver,2012,-.6,385.84,187.79,114.77,MN
27019,Carver,2013,4.22,402.12,195.71,119.61,MN
27019,Carver,2014,6.01,426.27,207.46,126.79,MN
27019,Carver,2015,3.71,442.1,215.17,131.5,MN
27019,Carver,2016,4.06,460.07,223.91,136.85,MN
27019,Carver,2017,5.48,485.3,236.19,144.35,MN
27019,Carver,2018,5.17,510.38,248.4,151.81,MN
27019,Carver,2019,3.15,526.4400000000001,256.22,156.59,MN
27019,Carver,2020,2.27,538.38,262.03,160.14,MN
27019,Carver,2021,9.470000000000001,589.39,286.85,175.32,MN
27019,Carver,2022,12.9,665.4400000000001,323.87,197.94,MN
27019,Carver,2023,3.43,688.28,334.99,204.73,MN
27021,Cass,2011,-4.59,154.84,,137.15,MN
27021,Cass,2012,-1.55,152.45,,135.03,MN
27021,Cass,2013,-1.77,149.75,,132.64,MN
27021,Cass,2014,.74,150.85,,133.62,MN
27021,Cass,2015,3.52,156.16,,138.32,MN
27021,Cass,2016,1.47,158.46,,140.36,MN
27021,Cass,2017,2.77,162.86,,144.25,MN
27021,Cass,2018,6.36,173.21,,153.43,MN
27021,Cass,2019,3.69,179.6,,159.08,MN
27021,Cass,2020,2.94,184.88,,163.76,MN
27021,Cass,2021,10.87,204.98,,181.56,MN
27021,Cass,2022,18.04,241.96,,214.32,MN
27021,Cass,2023,11.66,270.18,,239.31,MN
27023,Chippewa,2011,-1.97,193.41,,123.67,MN
27023,Chippewa,2012,.53,194.44,,124.33,MN
27023,Chippewa,2013,.97,196.32,,125.53,MN
27023,Chippewa,2014,3.74,203.67,,130.23,MN
27023,Chippewa,2015,-.2,203.27,,129.97,MN
27023,Chippewa,2016,5.68,214.8,,137.35,MN
27023,Chippewa,2017,-1.13,212.37,,135.8,MN
27023,Chippewa,2018,5.12,223.26,,142.75,MN
27023,Chippewa,2019,6.26,237.23,,151.69,MN
27023,Chippewa,2020,1.39,240.52,,153.79,MN
27023,Chippewa,2021,13.53,273.07,,174.6,MN
27023,Chippewa,2022,15.44,315.22,,201.56,MN
27023,Chippewa,2023,13.06,356.38,,227.87,MN
27025,Chisago,2011,-8.07,275.4,183.78,103.91,MN
27025,Chisago,2012,-3.21,266.57,177.88,100.58,MN
27025,Chisago,2013,4.8,279.35,186.41,105.4,MN
27025,Chisago,2014,7.17,299.39,199.79,112.97,MN
27025,Chisago,2015,6.05,317.52,211.88,119.8,MN
27025,Chisago,2016,6.52,338.23,225.71,127.62,MN
27025,Chisago,2017,7.33,363.03,242.25,136.98,MN
27025,Chisago,2018,7.91,391.76,261.43,147.82,MN
27025,Chisago,2019,4.04,407.58,271.98,153.79,MN
27025,Chisago,2020,4.14,424.46,283.25,160.16,MN
27025,Chisago,2021,12.32,476.77,318.15,179.89,MN
27025,Chisago,2022,13.63,541.76,361.53,204.42,MN
27025,Chisago,2023,4.59,566.6,378.1,213.79,MN
27027,Clay,2011,-3.3,268.38,199.25,141.35,MN
27027,Clay,2012,2.62,275.4,204.47,145.04,MN
27027,Clay,2013,3.54,285.15,211.71,150.18,MN
27027,Clay,2014,7.3,305.97,227.16,161.15,MN
27027,Clay,2015,6.25,325.09,241.36,171.21,MN
27027,Clay,2016,5.86,344.14,255.5,181.25,MN
27027,Clay,2017,3.51,356.22,264.47,187.61,MN
27027,Clay,2018,2.8,366.2,271.88,192.87,MN
27027,Clay,2019,1.23,370.69,275.21,195.23,MN
27027,Clay,2020,.75,373.47,277.28,196.7,MN
27027,Clay,2021,7.18,400.3,297.2,210.82,MN
27027,Clay,2022,10.84,443.68,329.41,233.67,MN
27027,Clay,2023,5.52,468.16,347.58,246.57,MN
27029,Clearwater,2011,-.55,96.56,,,MN
27029,Clearwater,2012,-.91,95.68000000000001,,,MN
27029,Clearwater,2013,5.21,100.66,,,MN
27029,Clearwater,2014,9.5,110.23,,,MN
27029,Clearwater,2015,-2.82,107.12,,,MN
27029,Clearwater,2016,-1.84,105.15,,,MN
27029,Clearwater,2017,7.36,112.89,,,MN
27029,Clearwater,2018,5.04,118.57,,,MN
27029,Clearwater,2019,4,123.32,,,MN
27029,Clearwater,2020,1.02,124.57,,,MN
27029,Clearwater,2021,7.32,133.69,,,MN
27029,Clearwater,2022,15.76,154.77,,,MN
27029,Clearwater,2023,-2.19,151.37,,,MN
27031,Cook,2011,-4.25,169.16,,160.38,MN
27031,Cook,2012,-2.46,165,,156.45,MN
27031,Cook,2013,-.72,163.82,,155.33,MN
27031,Cook,2014,5.58,172.97,,164,MN
27031,Cook,2015,-3.82,166.36,,157.73,MN
27031,Cook,2016,-.41,165.69,,157.09,MN
27031,Cook,2017,7.22,177.64,,168.43,MN
27031,Cook,2018,-1.65,174.71,,165.65,MN
27031,Cook,2019,2.38,178.86,,169.58,MN
27031,Cook,2020,3.96,185.94,,176.3,MN
27031,Cook,2021,11.82,207.92,,197.13,MN
27031,Cook,2022,18.11,245.57,,232.83,MN
27031,Cook,2023,9.630000000000001,269.22,,255.25,MN
27033,Cottonwood,2011,-.32,195.54,,134.3,MN
27033,Cottonwood,2012,-.24,195.08,,133.98,MN
27033,Cottonwood,2013,2.63,200.22,,137.51,MN
27033,Cottonwood,2014,-3.03,194.15,,133.34,MN
27033,Cottonwood,2015,10.94,215.38,,147.92,MN
27033,Cottonwood,2016,5.53,227.28,,156.1,MN
27033,Cottonwood,2017,-1.09,224.8,,154.39,MN
27033,Cottonwood,2018,6.47,239.34,,164.37,MN
27033,Cottonwood,2019,3.61,247.98,,170.31,MN
27033,Cottonwood,2020,2.42,253.98,,174.43,MN
27033,Cottonwood,2021,11.66,283.6,,194.77,MN
27033,Cottonwood,2022,17.18,332.33,,228.25,MN
27033,Cottonwood,2023,-2.5,324.02,,222.54,MN
27035,Crow Wing,2011,-5.3,312.39,231.37,124.83,MN
27035,Crow Wing,2012,-3.25,302.22,223.84,120.77,MN
27035,Crow Wing,2013,1.89,307.93,228.07,123.04,MN
27035,Crow Wing,2014,1.59,312.81,231.68,125,MN
27035,Crow Wing,2015,2.53,320.73,237.55,128.16,MN
27035,Crow Wing,2016,4.02,333.62,247.1,133.31,MN
27035,Crow Wing,2017,5.48,351.9,260.63,140.62,MN
27035,Crow Wing,2018,5.08,369.78,273.88,147.76,MN
27035,Crow Wing,2019,5.7,390.85,289.48,156.18,MN
27035,Crow Wing,2020,1.71,397.54,294.44,158.85,MN
27035,Crow Wing,2021,13.06,449.47,332.9,179.6,MN
27035,Crow Wing,2022,18.12,530.93,393.23,212.15,MN
27035,Crow Wing,2023,7.35,569.97,422.15,227.75,MN
27037,Dakota,2011,-6.81,418.65,176.66,111.59,MN
27037,Dakota,2012,-.97,414.58,174.94,110.51,MN
27037,Dakota,2013,5.52,437.47,184.6,116.61,MN
27037,Dakota,2014,7.8,471.58,199,125.7,MN
27037,Dakota,2015,3.33,487.27,205.62,129.88,MN
27037,Dakota,2016,4.2,507.72,214.24,135.33,MN
27037,Dakota,2017,5.78,537.05,226.62,143.15,MN
27037,Dakota,2018,4.93,563.55,237.8,150.22,MN
27037,Dakota,2019,4.35,588.0599999999999,248.15,156.75,MN
27037,Dakota,2020,2.92,605.23,255.39,161.32,MN
27037,Dakota,2021,9.869999999999999,664.96,280.6,177.25,MN
27037,Dakota,2022,12.14,745.68,314.66,198.76,MN
27037,Dakota,2023,3.04,768.3200000000001,324.21,204.8,MN
27039,Dodge,2011,-2.24,211.15,189.71,116.66,MN
27039,Dodge,2012,.39,211.98,190.45,117.12,MN
27039,Dodge,2013,3.03,218.4,196.23,120.67,MN
27039,Dodge,2014,2.43,223.72,201,123.61,MN
27039,Dodge,2015,1.63,227.38,204.29,125.63,MN
27039,Dodge,2016,6.55,242.27,217.67,133.86,MN
27039,Dodge,2017,5.85,256.44,230.4,141.68,MN
27039,Dodge,2018,9.01,279.55,251.17,154.45,MN
27039,Dodge,2019,3.71,289.91,260.48,160.18,MN
27039,Dodge,2020,3.53,300.15,269.67,165.83,MN
27039,Dodge,2021,9.16,327.65,294.38,181.03,MN
27039,Dodge,2022,13.06,370.45,332.83,204.67,MN
27039,Dodge,2023,3.38,382.99,344.1,211.6,MN
27041,Douglas,2011,-3.6,329.59,270.66,141.45,MN
27041,Douglas,2012,-1.69,324.01,266.08,139.05,MN
27041,Douglas,2013,2.92,333.45,273.84,143.11,MN
27041,Douglas,2014,2.01,340.14,279.33,145.98,MN
27041,Douglas,2015,3.73,352.83,289.75,151.42,MN
27041,Douglas,2016,3.66,365.75,300.36,156.97,MN
27041,Douglas,2017,3.78,379.58,311.72,162.9,MN
27041,Douglas,2018,5.31,399.74,328.27,171.55,MN
27041,Douglas,2019,3.42,413.39,339.48,177.41,MN
27041,Douglas,2020,1.84,420.99,345.73,180.68,MN
27041,Douglas,2021,10.98,467.24,383.7,200.52,MN
27041,Douglas,2022,18.39,553.15,454.26,237.39,MN
27041,Douglas,2023,7.67,595.59,489.11,255.61,MN
27043,Faribault,2011,1.96,174.42,,121.3,MN
27043,Faribault,2012,-2.63,169.83,,118.1,MN
27043,Faribault,2013,2.42,173.94,,120.96,MN
27043,Faribault,2014,.16,174.22,,121.16,MN
27043,Faribault,2015,4.01,181.22,,126.02,MN
27043,Faribault,2016,-1.26,178.94,,124.44,MN
27043,Faribault,2017,2.56,183.53,,127.63,MN
27043,Faribault,2018,6.99,196.36,,136.55,MN
27043,Faribault,2019,7.14,210.37,,146.29,MN
27043,Faribault,2020,-1.77,206.65,,143.71,MN
27043,Faribault,2021,10.69,228.73,,159.06,MN
27043,Faribault,2022,20.13,274.78,,191.09,MN
27043,Faribault,2023,2.15,280.7,,195.21,MN
27045,Fillmore,2011,-2.94,187.49,,116.66,MN
27045,Fillmore,2012,-.08,187.34,,116.56,MN
27045,Fillmore,2013,.38,188.06,,117.01,MN
27045,Fillmore,2014,.59,189.17,,117.7,MN
27045,Fillmore,2015,4.28,197.25,,122.73,MN
27045,Fillmore,2016,3.21,203.58,,126.67,MN
27045,Fillmore,2017,5.55,214.87,,133.7,MN
27045,Fillmore,2018,5.28,226.21,,140.75,MN
27045,Fillmore,2019,4.57,236.55,,147.18,MN
27045,Fillmore,2020,6.09,250.95,,156.15,MN
27045,Fillmore,2021,7.22,269.07,,167.42,MN
27045,Fillmore,2022,14.25,307.43,,191.29,MN
27045,Fillmore,2023,10.03,338.26,,210.47,MN
27047,Freeborn,2011,-4.54,203.46,179.47,111.33,MN
27047,Freeborn,2012,-.46,202.52,178.64,110.81,MN
27047,Freeborn,2013,.53,203.6,179.6,111.4,MN
27047,Freeborn,2014,.1,203.81,179.78,111.52,MN
27047,Freeborn,2015,3.09,210.11,185.33,114.96,MN
27047,Freeborn,2016,1.78,213.85,188.63,117.01,MN
27047,Freeborn,2017,5.79,226.23,199.55,123.78,MN
27047,Freeborn,2018,6.11,240.05,211.75,131.35,MN
27047,Freeborn,2019,5,252.06,222.34,137.92,MN
27047,Freeborn,2020,2.68,258.83,228.31,141.62,MN
27047,Freeborn,2021,7.61,278.52,245.68,152.39,MN
27047,Freeborn,2022,15.31,321.15,283.28,175.72,MN
27047,Freeborn,2023,1.59,326.26,287.79,178.52,MN
27049,Goodhue,2011,-4.68,281.81,202.05,115.75,MN
27049,Goodhue,2012,-2.29,275.37,197.43,113.11,MN
27049,Goodhue,2013,2.73,282.89,202.82,116.2,MN
27049,Goodhue,2014,3.55,292.93,210.02,120.32,MN
27049,Goodhue,2015,2.47,300.18,215.22,123.3,MN
27049,Goodhue,2016,5.28,316.01,226.58,129.8,MN
27049,Goodhue,2017,5.74,334.17,239.59,137.26,MN
27049,Goodhue,2018,5.78,353.48,253.44,145.19,MN
27049,Goodhue,2019,5.15,371.68,266.49,152.67,MN
27049,Goodhue,2020,2.1,379.48,272.08,155.87,MN
27049,Goodhue,2021,10.4,418.96,300.39,172.09,MN
27049,Goodhue,2022,13.83,476.89,341.92,195.88,MN
27049,Goodhue,2023,4.5,498.33,357.29,204.69,MN
27051,Grant,2011,.07,138.06,,118.4,MN
27051,Grant,2012,1.22,139.74,,119.84,MN
27051,Grant,2013,-1.76,137.28,,117.72,MN
27051,Grant,2014,-.13,137.1,,117.57,MN
27051,Grant,2015,6.2,145.59,,124.86,MN
27051,Grant,2016,.98,147.01,,126.07,MN
27051,Grant,2017,-4.78,139.98,,120.04,MN
27051,Grant,2018,16.25,162.73,,139.55,MN
27051,Grant,2019,1.37,164.96,,141.47,MN
27051,Grant,2020,4.29,172.04,,147.53,MN
27051,Grant,2021,5.61,181.69,,155.81,MN
27051,Grant,2022,20.65,219.2,,187.98,MN
27051,Grant,2023,9.890000000000001,240.87,,206.56,MN
27053,Hennepin,2011,-6.07,527.77,200.38,120.84,MN
27053,Hennepin,2012,-.63,524.4400000000001,199.12,120.08,MN
27053,Hennepin,2013,5.05,550.93,209.18,126.14,MN
27053,Hennepin,2014,6.57,587.12,222.92,134.43,MN
27053,Hennepin,2015,3.36,606.86,230.41,138.95,MN
27053,Hennepin,2016,4.99,637.15,241.91,145.88,MN
27053,Hennepin,2017,6.54,678.8099999999999,257.73,155.42,MN
27053,Hennepin,2018,6.23,721.0700000000001,273.77,165.1,MN
27053,Hennepin,2019,4.03,750.12,284.8,171.75,MN
27053,Hennepin,2020,2.91,771.9400000000001,293.09,176.75,MN
27053,Hennepin,2021,8.529999999999999,837.8,318.1,191.83,MN
27053,Hennepin,2022,10.34,924.45,350.99,211.66,MN
27053,Hennepin,2023,2.47,947.3099999999999,359.67,216.9,MN
27055,Houston,2011,-1.8,238.66,216.2,134.61,MN
27055,Houston,2012,-.47,237.53,215.17,133.97,MN
27055,Houston,2013,2.48,243.42,220.52,137.29,MN
27055,Houston,2014,4.61,254.65,230.68,143.63,MN
27055,Houston,2015,1.01,257.22,233.01,145.08,MN
27055,Houston,2016,2.44,263.49,238.69,148.61,MN
27055,Houston,2017,6.46,280.52,254.12,158.22,MN
27055,Houston,2018,2.68,288.04,260.93,162.46,MN
27055,Houston,2019,4.15,300,271.77,169.21,MN
27055,Houston,2020,2.54,307.64,278.69,173.51,MN
27055,Houston,2021,9.140000000000001,335.76,304.16,189.38,MN
27055,Houston,2022,12.27,376.94,341.47,212.6,MN
27055,Houston,2023,10.79,417.6,378.3,235.53,MN
27057,Hubbard,2011,-1.54,142.55,,142.55,MN
27057,Hubbard,2012,-2.99,138.3,,138.3,MN
27057,Hubbard,2013,.03,138.34,,138.34,MN
